,url
29,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2020022048012_0058/276,295,1775,2128/443,/0/default.jpg"
30,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013121924010_0306/732,1678,1246,356/1246,356/0/default.jpg"
31,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015012124002_0276/164,526,1447,880/723,439/0/default.jpg"
33,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009103010001_0148/718,604,475,175/475,175/0/default.jpg"
34,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018092428003_0113/0,173,3066,2237/383,279/0/default.jpg"
35,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014041524009_0737/0,2458,358,499/358,/0/default.jpg"
39,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014031426011_0122/334,451,3678,2280/459,284/0/default.jpg"
40,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2017092148003_0005/995,2423,562,273/562,273/0/default.jpg"
41,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010011103016_0053/347,1254,1108,815/553,407/0/default.jpg"
42,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013081208201_0044/267,210,1373,630/686,315/0/default.jpg"
43,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012090408089_0018/497,1842,375,362/375,362/0/default.jpg"
45,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2008072112002_0001/693,1063,228,298/228,/0/default.jpg"
50,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014111808052_0071/1655,1131,692,959/345,/0/default.jpg"
52,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009013000007_0098/1585,599,366,1131/366,/0/default.jpg"
54,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009012800059_0033/169,322,1391,1028/347,257/0/default.jpg"
55,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009033103029_0353/283,934,1594,1127/398,281/0/default.jpg"
56,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009103010001_0140/686,2621,1129,1337/282,/0/default.jpg"
60,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013100924003_0003/363,535,558,646/279,/0/default.jpg"
61,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014031428001_0533/158,444,903,1088/451,/0/default.jpg"
62,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009102300016_0182/346,54,3888,5222/486,/0/default.jpg"
63,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009030403037_0187/487,677,2688,3669/335,/0/default.jpg"
68,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014031808067_0010/200,2026,834,794/416,396/0/default.jpg"
69,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015102907053_0210/156,1347,2047,682/1023,340/0/default.jpg"
71,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009020203009_0320/439,142,558,1260/279,/0/default.jpg"
73,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010021700062_0605/1046,866,753,468/753,468/0/default.jpg"
76,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009103010001_1317/1464,899,1373,1991/342,/0/default.jpg"
78,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013040824075_0201/156,615,1714,2023/428,/0/default.jpg"
82,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015102348024_0101/210,290,2054,3155/256,/0/default.jpg"
83,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015062908059_0186/794,1069,1221,1603/305,/0/default.jpg"
84,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009030603005_0011/1119,1610,778,1243/389,/0/default.jpg"
86,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012052908115_0169/113,317,1298,283/1298,283/0/default.jpg"
87,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012012320004_0011/2786,224,1765,459/1765,459/0/default.jpg"
89,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016111648081_0302/199,815,1916,1505/478,376/0/default.jpg"
90,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013042608092_0099/825,295,736,368/736,368/0/default.jpg"
92,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015022327003_0219/110,2442,1720,211/1720,211/0/default.jpg"
94,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018040928002_0110/1543,943,7677,6095/479,380/0/default.jpg"
95,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009120812009_0335/74,3,1373,2208/342,/0/default.jpg"
97,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2017070507013_0137/306,711,1401,758/700,379/0/default.jpg"
98,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018110728001_0115/18,793,2779,2670/347,333/0/default.jpg"
99,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2019072928002_0207/0,910,3754,5569/468,/0/default.jpg"
101,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009041603015_0213/213,998,1495,1098/373,274/0/default.jpg"
102,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009031003028_0347/239,1004,1587,1010/793,504/0/default.jpg"
107,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012012412001_0019/119,660,3594,1587/898,396/0/default.jpg"
108,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010090110005_0205/1772,1402,330,151/330,151/0/default.jpg"
113,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009041503003_0031/1183,1205,1813,758/906,378/0/default.jpg"
114,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009103010001_0872/608,2563,1079,1982/269,/0/default.jpg"
115,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2019030628001_0691/538,1499,1177,3201/294,/0/default.jpg"
117,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014032026004_0003/123,92,1159,482/1159,482/0/default.jpg"
118,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2019121368002_0025/3066,4403,1508,2012/376,/0/default.jpg"
119,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015030308036_0258/1447,2260,1052,564/525,281/0/default.jpg"
120,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010011103007_0039/1699,1474,615,981/307,/0/default.jpg"
122,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016081729005_0076/417,407,1918,2881/479,/0/default.jpg"
123,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013121924005_0007/703,443,1804,1307/451,326/0/default.jpg"
128,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018082826009_0119/771,2150,624,407/624,407/0/default.jpg"
130,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012041724028_0019/90,2043,1302,542/650,271/0/default.jpg"
131,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012070608277_0220/971,2489,633,156/633,156/0/default.jpg"
132,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2008010713001_0744/241,461,1842,2467/460,/0/default.jpg"
133,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2019103148016_0032/142,785,1643,1036/410,258/0/default.jpg"
134,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2008022210001_0009/379,1,2788,5160/348,/0/default.jpg"
138,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014042528002_0001/0,0,1493,2598/373,/0/default.jpg"
143,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014111408030_0084/878,2038,519,274/519,274/0/default.jpg"
145,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2006121300001_0199/293,838,540,153/540,153/0/default.jpg"
148,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016022629001_0436/437,1391,271,312/271,/0/default.jpg"
150,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2006112101032_0037/1278,1275,453,472/453,/0/default.jpg"
151,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012091808030_0084/197,2399,450,107/450,107/0/default.jpg"
152,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012080808023_0657/869,1988,975,570/487,284/0/default.jpg"
153,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014012226003_0573/239,867,928,695/464,347/0/default.jpg"
154,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015052826007_0087/191,609,1739,2061/434,/0/default.jpg"
155,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2008040104022_0571/318,585,1338,2525/334,/0/default.jpg"
162,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009032303017_0049/478,600,723,130/723,130/0/default.jpg"
164,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009020603020_0452/406,1745,1439,576/719,288/0/default.jpg"
165,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012071012001_0463/60,285,3338,5026/417,/0/default.jpg"
167,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014103124005_0359/225,579,1674,1200/418,300/0/default.jpg"
168,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009042803013_0081/872,1833,828,497/828,497/0/default.jpg"
170,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009052510003_0023/56,1397,1848,485/1848,485/0/default.jpg"
171,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014032128001_0038/236,2467,2899,604/1449,302/0/default.jpg"
172,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009020203026_0095/307,286,1692,133/1692,133/0/default.jpg"
175,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2008102100054_0094/443,573,1319,837/659,418/0/default.jpg"
177,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009042203002_0134/216,1045,659,688/329,/0/default.jpg"
178,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010052720010_0072/1255,1493,763,738/381,369/0/default.jpg"
180,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009020900098_0127/269,892,1030,977/515,488/0/default.jpg"
181,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009052810001_0045/399,103,2763,3873/344,/0/default.jpg"
183,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013080526005_0170/373,1677,580,385/580,385/0/default.jpg"
185,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012012012003_0116/255,300,3251,5484/406,/0/default.jpg"
186,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014102007550_0295/56,1012,1840,1003/920,501/0/default.jpg"
187,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2017112748509_0359/1134,2554,227,112/227,112/0/default.jpg"
188,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009081212003_0147/494,915,767,931/383,/0/default.jpg"
190,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012012012003_0130/2998,1879,525,162/525,162/0/default.jpg"
191,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2011050604042_0009/386,1340,914,917/457,/0/default.jpg"
192,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013112808206_0264/405,889,1401,818/700,409/0/default.jpg"
193,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016122229002_0434/723,273,1968,1025/491,256/0/default.jpg"
194,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016060608024_0097/281,515,777,783/388,/0/default.jpg"
197,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009072703029_0277/395,866,1070,876/535,438/0/default.jpg"
200,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010021903013_0278/326,1523,1593,451/1593,451/0/default.jpg"
202,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014102108068_0053/603,982,736,127/736,127/0/default.jpg"
205,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014041524011_0331/433,907,1327,1739/331,/0/default.jpg"
206,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012012512003_0075/41,115,3435,5392/429,/0/default.jpg"
208,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015111829006_0625/458,560,1851,2444/462,/0/default.jpg"
209,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012092808104_0004/282,1287,3040,3098/380,/0/default.jpg"
210,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2017012648080_0030/191,366,447,421/447,421/0/default.jpg"
213,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009020200016_0095/618,219,835,1298/417,/0/default.jpg"
214,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015030308036_0265/142,227,2344,2995/292,/0/default.jpg"
215,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009012800071_0059/784,2315,402,262/402,262/0/default.jpg"
216,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014052707007_0075/1188,351,468,562/468,/0/default.jpg"
217,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015062329001_0025/1290,3687,598,639/298,/0/default.jpg"
223,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018110526017_0188/0,1216,1399,630/699,315/0/default.jpg"
225,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2020062628007_0558/3430,2431,472,502/472,/0/default.jpg"
226,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009042403002_0251/164,332,1322,192/1322,192/0/default.jpg"
227,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2017021426016_0098/169,309,993,1635/496,/0/default.jpg"
231,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016022629002_0530/132,222,297,317/297,/0/default.jpg"
233,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2019052268001_0114/230,1809,1689,1682/421,420/0/default.jpg"
234,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009020203003_0137/134,1111,1762,1021/881,510/0/default.jpg"
235,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018082328008_0178/1786,771,3924,6459/489,/0/default.jpg"
238,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009052810001_0094/478,764,1577,2487/394,/0/default.jpg"
239,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009013000012_0228/472,361,1326,2055/331,/0/default.jpg"
240,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018052228001_0179/2125,1019,7798,5988/487,373/0/default.jpg"
243,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012012512003_0130/171,4907,3312,541/1656,270/0/default.jpg"
245,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015102906040_0025/974,1628,1087,677/543,338/0/default.jpg"
247,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014100108012_0032/371,562,1551,725/775,362/0/default.jpg"
248,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016042848144_0086/0,33,1764,2919/441,/0/default.jpg"
249,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009011903008_0335/421,3600,184,416/184,/0/default.jpg"
251,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013071208191_0047/205,457,1161,866/580,432/0/default.jpg"
252,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009020200071_0058/1145,2075,708,466/708,466/0/default.jpg"
253,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009042303034_0202/302,739,1006,1728/503,/0/default.jpg"
254,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016122229002_0704/698,1537,564,579/281,/0/default.jpg"
256,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018112848502_0157/320,557,1343,1918/335,/0/default.jpg"
257,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009033103004_0199/251,356,1982,2664/494,/0/default.jpg"
258,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015032029001_0453/429,698,2392,1636/597,409/0/default.jpg"
259,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2011053104030_0182/1726,2595,1367,94/1367,94/0/default.jpg"
264,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018061826015_0162/113,225,2224,3596/278,/0/default.jpg"
265,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015102829001_0188/647,1902,300,309/300,/0/default.jpg"
267,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015021006050_0045/259,818,3807,622/1903,311/0/default.jpg"
268,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015102229009_0292/562,61,1475,625/737,312/0/default.jpg"
270,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009020603020_0852/396,1886,1341,609/670,304/0/default.jpg"
271,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014081128001_0571/151,429,510,606/510,/0/default.jpg"
272,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013101024011_0428/348,151,1783,2397/445,/0/default.jpg"
273,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013031324043_0213/92,180,2059,1828/514,457/0/default.jpg"
275,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014041524012_0306/503,1168,1727,862/863,430/0/default.jpg"
277,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009042303025_0029/2518,2777,325,425/325,/0/default.jpg"
278,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014010924001_0380/138,1622,1749,1011/874,505/0/default.jpg"
279,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2006112300030_0043/123,434,1989,2537/497,/0/default.jpg"
282,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014062307087_0337/180,1017,605,376/605,376/0/default.jpg"
288,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014032508023_0511/385,3954,2333,202/2333,202/0/default.jpg"
290,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015012008053_0018/206,579,1521,2129/380,/0/default.jpg"
294,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013121924025_0161/190,553,1395,2603/348,/0/default.jpg"
295,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013101024009_0043/158,978,1732,1513/432,377/0/default.jpg"
297,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010090110005_0040/2618,2094,239,76/239,76/0/default.jpg"
299,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010062306055_0491/102,472,2878,3437/359,/0/default.jpg"
300,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016101848033_0297/339,172,142,391/142,/0/default.jpg"
301,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2019112226003_0015/346,262,1245,437/1245,437/0/default.jpg"
303,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016050948137_0418/184,1317,2836,1455/708,363/0/default.jpg"
304,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015071326003_0453/101,1565,214,186/214,186/0/default.jpg"
306,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016072026003_0042/227,1380,725,1410/362,/0/default.jpg"
308,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009112710001_0223/237,1039,1505,1044/376,260/0/default.jpg"
311,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2020062628005_0143/243,2543,281,267/281,267/0/default.jpg"
312,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015101306070_0138/575,1177,1156,1324/288,/0/default.jpg"
316,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015102829005_1326/109,124,474,218/474,218/0/default.jpg"
319,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016122229002_0288/663,2368,548,557/273,/0/default.jpg"
320,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014111408047_0058/477,1053,1006,899/502,449/0/default.jpg"
322,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018010829008_0401/102,466,1039,233/1039,233/0/default.jpg"
323,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018051648050_1066/853,649,1082,729/540,364/0/default.jpg"
326,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2019061748029_0514/0,0,1641,2736/409,/0/default.jpg"
327,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009042403011_0819/403,1872,1261,779/630,389/0/default.jpg"
328,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009020200021_0069/1168,1330,273,536/273,/0/default.jpg"
329,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013081908254_0535/1034,729,606,1286/302,/0/default.jpg"
331,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013110424031_0009/61,1136,354,363/354,/0/default.jpg"
332,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2008033104057_0039/318,439,1262,994/631,497/0/default.jpg"
337,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012041724031_0134/582,649,2357,546/1178,273/0/default.jpg"
338,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010021803044_0225/269,1577,378,372/378,372/0/default.jpg"
339,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018010829001_0099/53,248,2219,3336/277,/0/default.jpg"
340,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2017073129008_0001/328,611,521,519/260,259/0/default.jpg"
341,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2017022048514_0654/224,309,1156,1828/288,/0/default.jpg"
345,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009040611002_0161/634,964,6423,3000/802,374/0/default.jpg"
346,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013061208104_0077/1444,1572,719,1152/359,/0/default.jpg"
347,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010010612002_0043/1190,1230,2353,3344/293,/0/default.jpg"
348,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009082510005_0017/1399,1126,775,3595/387,/0/default.jpg"
349,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012071312001_0139/87,37,3289,5092/411,/0/default.jpg"
350,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2020062628007_0037/551,3409,502,497/502,497/0/default.jpg"
353,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016012926003_0163/143,1488,797,477/797,477/0/default.jpg"
357,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016052548061_0058/260,1023,1162,1534/290,/0/default.jpg"
363,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2006081100028_0219/1131,968,579,1211/289,/0/default.jpg"
365,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009012800073_0061/138,869,1455,345/1455,345/0/default.jpg"
368,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2006111500059_0152/658,955,1023,1499/511,/0/default.jpg"
370,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2018042548228_0021/0,75,1415,2169/353,/0/default.jpg"
372,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2014032128009_0025/1586,2513,1647,309/1647,309/0/default.jpg"
373,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2010021903013_0244/295,860,1011,428/1011,428/0/default.jpg"
375,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2016122229002_0451/183,507,565,579/282,/0/default.jpg"
376,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2009020200001_0163/22,212,1551,2388/387,/0/default.jpg"
377,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2013110424033_0592/145,1436,260,339/260,/0/default.jpg"
381,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2015092128001_0043/276,1137,1295,1810/323,/0/default.jpg"
386,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2008111812001_0056/706,355,869,1698/434,/0/default.jpg"
387,"https://www.nb.no/services/image/resolver/URN:NBN:no-nb_digibok_2012011612003_0117/985,2492,558,92/558,92/0/default.jpg"
